Date,CL1,PROD,INV,RIG,CRKSPD,POS,COPPER,IRON,SHIP,1Y1YF,DXY,ADXY,LACI
6/17/2016,47.98,8677,499994,337,9.707,191489,205.1,51.05,658.64,0.7801,94.206,106.84,63.9
6/24/2016,47.64,8622,495941,330,10.461,213075,211.6,50.61,651.59,0.6695,95.448,106.41,64.4
7/1/2016,48.99,8428,493718,341,9.547,179430,221.7,54.33,645.6,0.6609,95.649,106.86,65.52
7/8/2016,45.41,8485,491172,351,8.573,169499,211.9,55.17,645.8,0.6522,96.302,106.62,64.85
7/15/2016,45.95,8494,488830,357,7.923,180469,223.35,58.42,684.43,0.7768,96.58,106.77,65.2
7/22/2016,44.19,8515,490501,371,9.293,156804,223.55,55.87,697.25,0.8642,97.467,106.76,65.41
7/29/2016,41.6,8460,491914,374,8.638,120556,222.15,59.37,704.65,0.7196,95.53,107.7,64.7
8/5/2016,41.8,8445,492969,381,11.032,86817,215.4,60.74,702.25,0.8308,96.194,107.35,65.59
8/12/2016,44.49,8597,490461,396,9.665,102455,215.15,60.37,702.87,0.8277,95.722,107.68,66.23
8/19/2016,48.52,8548,492962,406,11.802,159827,217.75,60.95,711.28,0.8876,94.511,107.37,66.05
8/26/2016,47.64,8488,495238,406,12.931,244102,208.45,59.13,705.21,0.9641,95.566,106.99,65.01
9/2/2016,44.44,8458,480725,407,8.807,220403,207.8,59.39,694.59,0.9378,95.844,107.11,64.95
9/9/2016,45.88,8493,480166,414,9.329,179493,209.25,57.78,702.65,0.9337,95.336,106.98,64.46
9/16/2016,43.03,8512,473966,416,11.921,203944,216,55.97,711.55,0.8925,96.108,106.79,63.66
9/23/2016,44.48,8497,472084,418,11.011,147467,220.1,56.79,736.07,0.8945,95.477,107.3,63.82
9/30/2016,48.24,8467,469108,425,11.946,181452,221.05,55.86,741.81,0.8869,95.463,107.42,64.02
10/7/2016,49.81,8450,473958,428,11.428,254503,216.35,55.86,729.81,0.944,96.632,106.93,64.35
10/14/2016,50.35,8464,468711,432,10.411,287942,211.05,57.28,728.22,0.9534,98.019,106.12,64.71
10/21/2016,50.85,8504,468158,443,10.555,291453,208.85,58.72,729.64,0.9322,98.695,105.93,65.6
10/28/2016,48.7,8522,482578,441,10.154,268189,219.35,63.96,738.03,0.9715,98.348,105.78,64.98
11/4/2016,44.07,8692,485010,450,9.667,234126,226.5,65,752.92,0.9062,97.065,105.98,64.57
11/11/2016,43.41,8681,490284,452,7.126,159415,250.9,79.81,763.78,1.1111,99.06,104.71,61.19
11/18/2016,45.69,8690,489029,471,7.399,163321,247.8,72.79,774.58,1.3274,101.21,103.83,61.31
11/25/2016,46.06,8699,488145,474,9.552,188324,268.15,79.61,777.13,1.371,101.49,103.66,61.09
12/2/2016,51.68,8697,485756,477,9.345,189086,262.5,77.79,774.05,1.3571,100.77,103.98,60.8
12/9/2016,51.5,8796,483193,498,8.947,270485,264.75,81.66,766.15,1.4232,101.59,103.88,61.94
12/16/2016,51.9,8786,485449,510,10.825,303146,256.45,81.49,770.56,1.647,102.95,103.03,61.6
12/23/2016,53.02,8766,486063,523,13.321,306156,247.9,78.14,781.43,1.6376,103.01,102.89,62.34
12/30/2016,53.72,8770,479012,525,14.301,307909,250.55,78.87,811.14,1.5854,102.21,102.94,62.37
1/6/2017,53.99,8946,483109,529,12.941,304468,254.6,76.25,806.26,1.5895,102.22,103.18,62.14
1/13/2017,52.37,8944,485456,522,12.821,305909,269,80.54,840.35,1.58,101.18,103.85,61.92
1/20/2017,52.42,8961,488296,551,10.987,349510,262.5,80.41,864.9,1.5911,100.74,104,62.22
1/27/2017,53.17,8915,494762,566,9.984,370939,268.95,83.34,876.1,1.5918,100.53,103.83,63.19
2/3/2017,53.83,8978,508592,583,11.061,379927,261.6,82.19,877.89,1.5774,99.868,105.09,64.22
2/10/2017,53.86,8977,518119,591,11.408,359387,276.8,86.62,873.75,1.575,100.8,104.66,64.38
2/17/2017,53.4,9001,518683,597,10.162,390338,272,90.37,845.43,1.6082,100.95,104.67,64.22
2/24/2017,53.99,9032,520184,602,11.105,413637,269.6,90.5,815.46,1.5688,101.09,105.06,64.81
3/3/2017,53.33,9088,528393,609,8.428,386707,269.65,91.32,794.99,1.7528,101.54,104.53,64.86
3/10/2017,48.49,9109,528156,617,10.834,375558,259.5,86.72,791.09,1.81,101.25,104.49,64.46
3/17/2017,48.78,9129,533110,631,11.369,288774,269.15,92.34,778.15,1.7606,100.3,105.1,65.51
3/24/2017,47.97,9147,533977,652,12.459,260577,263.1,85.06,778.15,1.7367,99.627,105.42,65.65
3/31/2017,50.6,9199,535543,662,13.242,244615,265.25,80.39,778.83,1.7333,100.35,105.52,65.83
4/7/2017,52.24,9235,533377,672,13.587,267030,264.7,75.45,788.43,1.7183,101.18,105.13,65.85
4/14/2017,53.18,9252,532343,683,12.432,309229,258.6,68.68,803,1.6033,100.51,105.44,66.23
4/21/2017,49.62,9265,528702,688,13.106,323364,255.1,68.22,806.53,1.617,99.977,105.37,65.76
4/28/2017,49.33,9293,527772,697,9.913,255421,260.75,68.8,818.99,1.6563,99.05,105.42,65.21
5/5/2017,46.22,9314,522525,703,10.978,203104,252.85,61.73,818.61,1.6897,98.648,105.39,64.86
5/12/2017,47.84,9305,520772,712,11.551,168814,252.4,61.38,837.74,1.6254,99.252,105.5,65.55
5/19/2017,50.33,9320,516340,720,12.565,161294,258.15,62.69,848.27,1.5814,97.142,105.97,64.37
5/26/2017,49.8,9342,509912,722,11.98,193143,256.6,57.91,846.27,1.612,97.442,106.06,64.88
6/2/2017,47.66,9318,513207,733,11.207,206103,257.45,57.79,840.09,1.5671,96.715,106.43,64.66
